account_age_months,avg_orders_per_month,avg_order_value,returns_rate,support_tickets_6m,reviews_submitted,website_visits_per_month,cart_abandonment_rate,loyalty_member,payment_failures_12m,device_type,discount_usage_rate,days_since_last_active,satisfaction_score,churn
33.0,0.0,69.98,0.235,0,2,10,0.294,0,0,2,0.065,66,2,1
31.0,3.08,59.79,0.042,7,3,1,0.123,1,0,2,0.71,5,3,1
32.0,4.57,57.67,0.134,2,3,10,0.531,0,1,2,0.269,148,9,0
24.0,1.77,10.0,0.0,3,2,1,0.907,0,0,1,0.823,19,7,0
13.0,1.39,101.71,0.014,4,3,12,0.55,1,0,3,0.311,55,8,0
25.0,6.03,39.77,0.145,2,2,9,0.742,0,1,1,0.117,99,5,0
16.0,0.15,140.04,0.094,0,0,1,0.559,0,1,3,0.0,30,9,0
36.0,0.0,64.93,0.011,2,2,16,0.631,0,1,2,0.613,25,4,0
22.0,0.69,120.83,0.101,0,4,7,0.472,0,1,2,0.358,22,6,0
14.0,0.0,11.68,0.17,0,1,3,0.751,1,1,2,0.131,51,6,1
20.0,3.77,100.6,0.0,2,4,14,0.605,1,1,2,0.51,32,4,0
29.0,2.28,109.6,0.24,7,5,5,0.443,0,1,3,0.589,1,4,1
17.0,2.56,120.62,0.146,7,4,7,0.283,0,0,2,0.156,52,3,1
14.0,5.31,21.52,0.147,5,1,17,0.753,0,0,3,0.905,2,6,1
27.0,1.62,50.4,0.1,0,3,10,0.675,1,1,2,0.313,32,7,0
27.0,4.55,95.18,0.24,3,3,12,0.641,0,1,3,0.269,67,5,1
18.0,6.02,80.2,0.177,0,4,7,0.425,0,0,2,0.825,26,9,0
18.0,2.09,85.27,0.071,2,7,4,0.752,0,0,2,0.521,15,6,0
27.0,4.47,62.39,0.161,5,0,6,0.457,1,1,2,0.424,90,4,1
7.0,2.52,129.28,0.041,4,4,1,0.782,0,0,2,0.787,1,6,0
7.0,4.85,166.3,0.078,6,2,12,0.413,1,3,2,0.212,72,8,0
15.0,0.0,78.64,0.217,0,0,12,0.352,0,0,2,0.3,43,8,1
21.0,0.0,90.87,0.131,0,0,1,0.596,0,1,2,0.341,10,7,0
28.0,2.22,76.97,0.153,7,6,10,0.733,1,2,3,0.488,33,4,1
42.0,1.22,119.94,0.194,7,0,1,0.757,0,0,1,0.0,33,5,1
34.0,1.97,104.02,0.144,2,4,21,0.638,0,4,2,0.117,61,3,1
22.0,2.56,37.68,0.035,2,3,5,0.83,0,0,3,0.0,125,6,1
24.0,4.44,53.56,0.233,6,0,5,0.654,0,0,2,0.09,57,8,1
12.0,2.18,39.67,0.141,4,6,12,0.619,1,0,3,0.528,1,2,1
24.0,1.35,169.32,0.147,4,0,11,0.133,0,1,1,0.467,11,7,1
21.0,2.3,97.24,0.104,0,1,1,0.392,1,1,3,0.309,97,6,0
28.0,1.46,54.15,0.189,5,0,8,0.812,0,0,3,0.578,1,2,1
14.0,1.13,51.36,0.253,1,5,11,0.411,0,2,3,0.401,45,8,1
30.0,0.0,103.18,0.07,0,7,3,0.543,0,2,2,0.487,37,10,0
42.0,3.14,106.67,0.185,0,4,13,0.519,0,1,2,0.203,1,8,0
23.0,1.86,102.93,0.103,0,11,1,0.393,0,2,2,0.0,37,7,0
29.0,4.93,60.11,0.0,6,4,12,0.475,0,2,3,0.815,4,6,0
32.0,0.11,85.7,0.0,0,5,1,0.59,0,0,3,0.118,38,7,0
19.0,1.92,78.88,0.134,3,6,5,0.366,1,1,2,0.0,76,4,1
27.0,6.63,42.23,0.181,0,1,1,0.529,1,0,3,0.259,1,6,0
24.0,1.12,42.57,0.149,5,4,13,0.459,1,4,2,0.151,39,6,1
25.0,2.53,89.42,0.162,0,0,16,0.62,0,0,3,0.387,10,10,0
15.0,0.57,81.88,0.307,3,0,18,0.777,0,0,2,0.119,53,6,1
24.0,0.3,94.37,0.142,3,6,6,0.875,1,0,2,0.206,8,7,1
30.0,6.09,102.69,0.079,4,0,3,0.617,0,0,1,0.028,3,10,0
41.0,3.34,127.48,0.09,3,4,14,0.398,1,2,2,0.239,15,6,0
36.0,3.27,47.84,0.231,8,8,8,0.883,1,2,3,0.025,60,4,1
50.0,0.0,97.06,0.0,3,0,4,0.678,1,2,3,0.228,51,8,0
15.0,3.72,101.22,0.199,9,5,4,0.487,1,1,1,0.18,99,8,1
34.0,5.31,64.08,0.101,4,3,8,0.533,0,1,1,0.297,32,6,0
26.0,5.3,79.27,0.033,3,3,15,0.466,1,0,2,0.059,46,9,0
50.0,4.34,64.97,0.0,5,3,2,0.745,0,0,2,0.004,39,3,0
14.0,0.74,148.8,0.218,3,3,16,0.796,0,3,3,0.112,1,2,1
14.0,3.63,78.67,0.031,3,5,7,0.666,0,3,2,0.0,62,6,0
17.0,4.34,90.8,0.105,3,0,15,0.819,1,0,2,0.154,79,7,0
1.0,0.0,65.76,0.022,3,5,7,0.587,0,1,2,0.0,53,7,1
18.0,0.76,58.21,0.257,8,0,13,1.0,0,0,3,0.142,25,5,1
15.0,4.78,29.43,0.108,9,9,3,0.575,1,0,2,0.438,84,6,1
26.0,4.75,113.5,0.0,3,3,11,0.213,1,1,2,0.407,53,8,0
28.0,0.0,101.9,0.066,6,4,12,0.783,0,0,1,0.317,114,6,1
47.0,4.59,64.46,0.211,6,8,1,0.52,0,0,3,0.102,47,5,1
35.0,3.19,43.49,0.022,5,1,18,0.815,0,0,3,0.498,41,6,0
17.0,4.56,81.3,0.071,4,3,1,0.659,0,2,1,0.0,71,4,1
13.0,1.73,57.58,0.195,4,0,15,0.463,0,0,1,0.156,99,7,1
30.0,4.29,67.23,0.127,4,0,5,0.581,1,1,2,0.124,33,10,0
8.0,4.69,30.78,0.002,0,0,13,0.307,1,2,2,0.312,23,8,0
46.0,2.3,82.6,0.118,2,5,11,0.447,0,0,2,0.163,52,6,0
38.0,3.04,83.3,0.088,0,5,6,0.665,0,1,1,0.241,45,7,0
18.0,1.7,113.32,0.104,4,2,3,0.752,0,0,2,0.144,57,4,1
3.0,6.3,69.72,0.176,3,1,7,0.758,0,2,2,0.68,1,3,1
40.0,2.76,63.33,0.119,4,6,5,0.476,1,2,2,0.238,1,8,0
23.0,1.16,20.51,0.093,0,3,10,0.814,0,1,1,0.0,1,6,0
39.0,1.57,113.53,0.089,5,0,9,0.605,0,1,2,0.639,1,5,1
5.0,3.25,106.25,0.186,3,6,3,0.718,1,1,2,0.274,68,5,1
17.0,4.51,76.01,0.042,9,3,1,0.815,0,0,2,0.751,127,5,1
24.0,0.33,28.48,0.0,4,5,6,0.649,0,1,3,0.513,1,9,1
25.0,6.7,32.49,0.082,0,3,8,0.415,0,1,1,0.0,1,6,0
19.0,3.62,55.85,0.13,0,9,3,0.836,0,1,3,0.0,96,5,0
31.0,3.93,108.78,0.067,3,2,10,0.687,0,1,2,0.564,64,10,0
11.0,2.81,85.16,0.058,0,0,7,0.683,0,1,2,0.324,4,5,0
22.0,3.04,22.73,0.071,0,2,14,0.361,0,2,2,0.0,1,6,0
25.0,2.7,89.15,0.098,0,4,10,0.839,0,0,3,0.02,84,8,0
30.0,5.04,45.63,0.0,0,4,12,0.686,0,2,2,0.0,1,6,0
33.0,2.98,56.72,0.153,6,5,5,0.329,0,0,2,0.108,34,7,1
11.0,4.53,109.01,0.0,0,1,16,0.557,0,1,2,0.084,59,6,0
6.0,2.13,101.79,0.143,1,8,10,0.584,1,0,2,0.672,33,9,0
39.0,3.39,113.26,0.125,0,6,16,0.611,1,2,2,0.0,18,4,0
28.0,1.39,74.19,0.14,0,3,13,0.559,0,2,2,0.0,37,7,1
15.0,5.43,105.91,0.0,1,1,7,0.603,1,1,2,0.111,67,10,0
43.0,1.33,54.49,0.123,3,9,4,0.791,0,0,1,0.383,96,8,1
25.0,2.35,65.99,0.057,0,5,9,0.586,1,0,1,0.335,1,6,0
38.0,2.37,63.58,0.228,0,2,6,0.489,0,1,2,0.134,9,4,1
25.0,2.29,75.84,0.129,0,7,4,0.63,0,0,3,0.259,97,10,0
49.0,4.44,29.97,0.006,2,4,2,0.82,1,2,2,0.48,100,5,0
45.0,2.37,67.12,0.0,5,8,20,0.749,0,1,1,0.014,69,3,0
21.0,5.79,125.81,0.051,0,0,1,0.137,0,0,1,0.454,1,9,0
36.0,1.36,36.76,0.165,0,2,1,0.34,0,0,1,0.448,1,3,1
32.0,3.34,28.47,0.192,5,7,10,0.24,0,1,2,0.0,31,3,1
40.0,1.45,31.3,0.115,1,1,4,0.686,0,1,1,0.531,46,4,1
12.0,3.84,168.17,0.106,2,2,6,0.818,1,1,3,0.448,58,6,0
32.0,2.97,91.27,0.073,3,0,1,0.589,1,0,1,0.477,1,8,0
37.0,2.69,65.54,0.098,1,4,10,0.625,1,0,3,0.0,57,7,0
3.0,5.38,77.39,0.197,0,6,10,0.404,0,3,3,0.65,37,10,0
10.0,1.69,82.97,0.072,3,0,14,0.82,0,2,1,0.344,34,3,1
1.0,4.17,52.58,0.153,0,4,11,0.446,1,0,1,0.463,55,4,0
21.0,1.46,56.9,0.058,0,1,6,0.819,0,0,3,0.579,38,9,0
33.0,3.23,69.48,0.181,0,0,1,0.479,0,0,3,0.346,1,8,0
42.0,0.61,49.63,0.146,4,2,3,0.925,0,0,2,0.597,87,5,1
25.0,1.67,61.11,0.178,5,1,3,0.318,0,0,2,0.244,1,5,1
44.0,2.84,87.36,0.251,1,3,1,0.39,0,1,2,0.052,29,3,1
7.0,6.63,40.1,0.0,4,2,16,0.835,0,3,1,0.23,1,8,0
4.0,3.2,166.35,0.16,6,7,16,0.83,1,3,2,0.397,51,7,0
23.0,6.31,101.36,0.138,2,1,5,0.546,0,3,2,0.283,55,9,0
29.0,3.44,30.55,0.136,4,3,13,0.328,1,0,2,0.706,1,4,0
24.0,2.23,10.0,0.119,8,4,10,0.1,0,2,1,0.447,24,1,1
1.0,6.08,50.94,0.119,0,3,4,0.879,1,1,2,0.0,71,6,0
23.0,3.87,98.95,0.127,1,1,9,0.684,0,1,1,0.441,9,5,0
8.0,1.71,92.17,0.172,7,3,1,0.632,0,1,1,0.791,1,5,1
32.0,3.94,71.12,0.166,0,5,1,0.461,1,2,2,0.52,1,7,0
28.0,2.41,53.95,0.098,2,6,11,0.523,1,1,2,0.719,1,9,0
13.0,0.0,43.36,0.085,0,0,14,0.773,1,1,3,0.841,122,6,1
18.0,4.87,60.91,0.102,6,5,13,0.376,1,1,2,0.0,84,5,1
11.0,5.19,39.57,0.067,0,1,2,0.77,0,1,3,0.716,1,9,0
23.0,6.68,61.04,0.242,2,6,13,0.729,0,0,3,0.458,1,5,0
35.0,3.84,121.58,0.0,0,6,12,0.918,0,0,2,0.227,69,8,0
12.0,2.5,48.01,0.16,0,6,11,0.707,1,0,2,0.558,1,10,0
30.0,4.67,96.38,0.16,0,1,7,0.775,0,2,2,0.815,14,8,0
18.0,4.7,101.72,0.058,2,0,5,0.316,0,0,1,0.486,41,5,0
14.0,6.28,37.21,0.124,3,7,12,0.553,0,1,2,0.337,49,5,0
23.0,2.91,45.48,0.201,2,7,13,0.58,0,1,2,0.905,1,4,1
12.0,2.67,112.41,0.074,3,0,7,0.675,0,1,3,0.645,16,6,0
17.0,1.57,42.6,0.205,1,7,11,0.623,1,1,2,0.459,48,3,1
10.0,4.07,72.99,0.189,5,4,11,0.801,0,2,1,0.362,1,6,1
48.0,0.0,146.4,0.043,4,3,7,0.628,0,0,2,0.288,22,7,0
24.0,4.55,109.29,0.011,2,1,4,0.426,0,0,3,0.0,92,6,0
16.0,4.18,77.98,0.113,3,6,8,0.397,1,1,1,0.0,48,10,0
27.0,4.17,104.43,0.001,1,2,13,0.903,0,0,2,0.59,1,6,0
23.0,3.28,73.04,0.0,8,2,3,0.657,1,2,2,0.485,14,6,1
21.0,6.07,110.64,0.061,4,0,15,0.625,0,1,3,0.451,65,10,0
31.0,4.74,10.0,0.274,2,1,4,0.652,0,0,2,0.193,75,5,1
33.0,1.79,70.13,0.064,1,0,19,0.64,1,1,3,0.607,24,9,0
18.0,1.82,10.0,0.13,1,0,13,0.539,0,0,2,0.279,1,2,1
17.0,1.24,80.65,0.156,1,8,5,0.721,0,0,2,0.045,59,6,1
21.0,4.1,66.73,0.097,3,3,1,0.803,0,1,2,0.526,61,7,0
1.0,1.0,122.63,0.073,0,0,5,0.77,1,0,2,0.367,1,8,0
6.0,5.17,99.91,0.198,1,0,6,0.591,1,2,3,0.394,63,3,0
40.0,5.65,56.59,0.103,2,1,6,0.389,1,0,1,0.348,21,9,0
44.0,1.24,60.78,0.093,2,1,4,0.341,1,0,1,0.227,1,3,0
21.0,2.63,88.32,0.164,3,5,8,0.792,1,1,2,0.551,33,8,0
31.0,3.03,54.96,0.018,2,2,7,0.503,1,0,2,1.0,1,7,0
28.0,4.77,73.87,0.0,3,3,3,0.63,1,4,2,0.357,57,7,0
61.0,6.22,121.08,0.0,2,2,14,0.425,1,1,2,0.129,11,9,0
37.0,0.0,45.98,0.145,5,6,15,0.64,0,0,1,0.204,176,6,1
22.0,2.36,59.33,0.087,4,7,8,0.823,1,2,1,0.285,107,7,1
13.0,2.47,64.24,0.166,9,3,14,0.86,0,0,2,0.16,1,5,1
5.0,0.2,185.53,0.104,4,0,12,0.322,1,1,1,0.551,86,6,0
26.0,2.03,96.29,0.0,0,3,4,0.741,0,2,3,0.473,1,7,0
15.0,3.86,114.62,0.072,2,0,11,0.422,1,0,1,0.487,1,7,0
7.0,2.44,101.88,0.172,0,4,3,0.952,1,0,1,0.397,1,6,0
16.0,0.0,104.24,0.079,2,0,2,0.989,1,1,3,0.416,82,6,0
11.0,8.75,91.58,0.195,5,2,12,0.676,0,0,2,0.013,1,8,0
44.0,3.53,87.78,0.064,1,4,11,0.62,0,0,2,0.128,55,9,0
35.0,3.22,24.22,0.158,0,1,11,0.562,1,2,3,0.479,1,9,0
24.0,0.8,87.53,0.0,4,2,9,0.897,0,1,1,0.113,39,9,1
42.0,3.52,71.21,0.082,0,4,1,0.632,1,0,2,0.0,1,7,0
25.0,2.67,94.09,0.069,0,1,1,0.659,1,2,3,0.43,73,5,0
14.0,0.0,72.52,0.0,3,6,10,0.554,0,1,3,0.391,33,7,0
42.0,0.86,101.71,0.189,0,5,12,0.609,1,0,2,0.292,19,8,0
30.0,4.59,107.9,0.049,1,5,4,0.706,0,1,1,0.274,32,6,0
12.0,6.89,10.0,0.041,5,1,18,0.687,0,0,3,0.243,1,4,0
22.0,3.73,59.81,0.204,0,5,4,0.78,0,0,1,0.162,26,4,0
13.0,5.21,10.0,0.113,0,1,15,0.647,1,3,1,0.577,1,7,0
7.0,2.69,83.36,0.162,0,3,1,0.571,0,3,2,0.316,1,1,1
35.0,2.83,64.48,0.0,0,0,3,0.665,1,2,1,0.0,38,7,0
47.0,5.18,122.45,0.036,8,6,10,0.646,0,1,1,0.297,18,5,0
7.0,6.33,82.25,0.267,2,8,6,0.457,0,2,3,0.0,87,8,1
31.0,5.6,58.01,0.168,0,4,13,0.178,1,0,2,0.482,19,7,0
16.0,0.87,107.85,0.014,0,0,10,0.406,0,0,2,0.131,55,9,0
18.0,2.87,63.86,0.118,9,2,17,0.35,0,0,1,0.198,3,7,1
17.0,3.56,57.57,0.02,4,3,5,0.778,1,2,3,0.533,55,9,0
14.0,2.48,88.78,0.212,2,3,1,0.413,1,0,1,0.57,1,5,0
25.0,3.78,131.45,0.0,6,11,7,0.885,1,0,3,0.139,5,5,0
14.0,4.64,104.87,0.122,3,2,6,0.451,1,0,2,0.461,90,7,0
27.0,5.01,94.84,0.121,0,1,4,0.721,1,0,3,0.264,41,9,0
23.0,6.37,171.28,0.011,0,3,3,0.982,0,1,3,0.516,1,10,0
21.0,2.34,49.37,0.078,0,3,1,0.721,1,3,2,0.827,96,3,0
13.0,0.27,48.58,0.13,0,1,16,0.986,1,3,2,0.385,8,4,1
17.0,3.72,80.09,0.0,5,0,1,0.411,0,1,1,0.0,22,5,0
33.0,6.77,128.03,0.0,0,5,7,0.839,0,1,2,0.428,58,7,0
30.0,2.05,42.04,0.088,6,0,9,0.459,0,1,3,0.149,40,4,1
12.0,4.37,136.41,0.033,0,0,10,0.797,0,1,2,0.367,1,8,0
25.0,4.39,24.63,0.063,0,1,8,0.589,1,0,2,0.143,1,6,0
33.0,3.38,70.76,0.098,1,0,1,0.648,1,0,3,0.532,1,8,0
4.0,3.01,81.07,0.027,0,5,3,0.596,0,3,2,0.328,36,5,0
31.0,1.15,44.11,0.098,0,5,8,0.538,1,0,2,0.411,8,7,0
16.0,0.0,53.26,0.124,4,4,8,0.626,1,3,3,0.385,65,2,1
31.0,0.78,102.88,0.162,6,5,1,0.687,1,2,2,0.505,1,5,1
15.0,2.22,125.45,0.0,3,4,12,0.3,1,1,2,0.063,1,6,0
2.0,5.19,10.0,0.05,0,5,3,0.544,1,3,1,0.56,1,10,0
4.0,2.79,81.31,0.147,0,8,18,0.731,1,1,3,0.0,14,7,0
25.0,1.96,71.03,0.0,0,6,1,0.632,1,1,2,0.129,82,8,0
27.0,1.22,78.76,0.108,7,4,11,0.794,1,0,3,0.641,53,4,1
13.0,4.31,63.91,0.102,5,0,9,0.305,1,0,2,0.083,56,5,1
32.0,5.72,29.83,0.0,6,0,7,0.662,1,0,2,0.393,45,6,0
4.0,5.13,128.98,0.06,0,0,12,0.753,0,2,2,0.0,1,7,0
23.0,4.21,115.58,0.126,0,6,4,0.543,0,0,3,0.216,1,5,0
9.0,0.05,71.36,0.083,4,1,6,0.523,0,0,1,0.098,5,1,1
16.0,2.3,57.91,0.062,1,3,1,0.87,1,2,1,0.483,76,7,1
25.0,6.89,53.67,0.112,3,0,16,0.016,0,0,3,0.006,48,8,0
14.0,5.24,10.0,0.179,3,10,5,0.501,0,2,1,0.0,23,6,1
19.0,0.0,87.38,0.143,1,0,5,0.487,1,0,1,0.475,11,6,0
36.0,2.89,102.31,0.04,5,3,16,0.724,0,3,3,0.135,58,9,0
17.0,3.73,79.83,0.0,0,2,1,0.803,0,0,1,0.326,19,6,0
34.0,1.48,71.98,0.142,2,3,18,0.814,1,0,2,0.081,86,4,1
10.0,0.0,79.67,0.006,4,2,7,0.476,0,0,1,0.0,51,5,1
30.0,3.2,45.14,0.058,7,0,14,0.652,0,1,1,0.0,87,4,1
41.0,1.42,57.52,0.116,2,0,11,0.495,1,4,2,0.0,65,9,0
1.0,1.43,69.18,0.192,6,9,1,0.808,1,1,2,0.087,53,3,1
14.0,2.29,99.38,0.203,6,2,12,0.655,1,2,1,0.413,86,3,1
31.0,2.73,123.26,0.105,9,4,2,0.587,0,0,1,0.589,27,1,1
22.0,2.98,66.98,0.059,3,0,7,0.639,0,2,3,0.0,1,6,1
28.0,1.23,38.43,0.004,8,0,18,0.786,0,2,3,0.331,5,5,1
17.0,2.56,76.25,0.257,4,1,5,0.665,1,0,3,0.152,51,4,1
25.0,0.0,145.4,0.077,0,6,15,0.541,0,1,2,0.005,3,8,0
22.0,3.62,41.48,0.154,2,3,2,0.561,1,1,2,0.393,24,3,0
38.0,0.0,106.0,0.116,0,1,17,0.746,1,0,3,0.378,1,6,0
27.0,2.42,121.76,0.06,7,4,7,0.395,0,1,2,0.492,156,8,1
28.0,4.84,62.4,0.057,3,1,11,0.791,0,0,1,0.254,59,9,0
19.0,0.88,50.47,0.0,0,7,7,0.213,0,1,2,0.061,79,7,0
18.0,4.43,95.12,0.19,5,7,8,0.615,1,1,2,0.482,108,3,1
19.0,5.31,87.36,0.09,6,1,1,0.467,1,2,3,0.183,1,6,0
29.0,0.0,99.32,0.214,1,1,5,1.0,0,0,1,0.595,42,4,1
19.0,2.7,147.58,0.064,1,3,4,0.135,0,1,1,0.32,16,6,0
27.0,0.0,80.85,0.076,3,4,1,0.535,0,1,3,0.423,22,4,1
49.0,2.76,33.27,0.009,0,2,8,0.462,0,1,2,0.416,12,8,0
34.0,2.99,77.33,0.075,4,6,16,0.767,0,0,3,0.066,28,7,0
20.0,0.0,83.45,0.001,7,4,3,0.85,1,2,1,0.342,16,4,1
38.0,6.85,119.35,0.132,0,6,18,0.58,1,2,3,0.463,69,7,0
19.0,3.57,68.11,0.109,8,0,7,0.068,0,1,2,0.21,10,4,1
1.0,1.3,60.68,0.218,5,1,5,0.982,0,2,3,0.802,6,6,1
12.0,5.93,27.01,0.0,2,5,6,0.8,0,0,2,0.198,1,6,0
2.0,0.0,94.16,0.197,4,3,21,0.962,0,0,3,0.889,58,5,1
20.0,0.54,192.19,0.022,7,2,10,0.57,0,3,3,0.561,25,5,0
24.0,0.0,67.21,0.128,2,1,10,0.667,1,2,3,0.55,1,6,1
44.0,6.6,90.82,0.008,3,3,12,0.494,0,0,3,0.894,83,4,0
28.0,3.66,55.83,0.116,0,7,1,0.17,0,1,1,0.568,1,6,0
21.0,4.32,30.16,0.0,2,0,15,0.518,1,0,2,0.486,122,9,0
34.0,3.6,90.2,0.046,4,3,3,0.42,0,2,2,0.14,1,5,0
1.0,4.15,75.99,0.108,1,3,2,0.582,1,1,3,0.253,75,7,0
27.0,3.16,10.0,0.24,0,0,5,0.283,0,2,1,0.146,57,6,1
33.0,3.54,131.35,0.0,5,3,7,0.728,0,2,1,0.167,15,8,0
6.0,3.22,89.56,0.1,3,0,8,0.669,1,1,2,0.687,1,6,0
38.0,1.78,77.59,0.059,1,1,6,0.175,0,0,1,0.145,63,7,0
28.0,2.91,60.23,0.0,7,2,5,0.112,1,1,3,0.425,36,8,0
19.0,3.55,89.19,0.01,8,3,4,0.43,0,1,3,0.623,5,5,1
32.0,3.22,90.8,0.062,5,9,8,0.763,0,0,2,0.479,36,6,0
51.0,0.04,89.05,0.137,0,1,1,1.0,1,0,3,0.504,46,7,0
26.0,0.31,112.38,0.107,3,0,8,0.394,0,0,3,0.0,87,4,1
27.0,5.17,120.33,0.0,4,6,16,0.488,0,1,3,0.45,23,6,0
18.0,2.39,145.2,0.0,0,0,10,0.346,1,2,1,0.488,51,8,0
14.0,4.17,45.71,0.133,6,1,12,0.557,1,1,3,0.468,35,4,1
34.0,0.82,54.93,0.084,3,2,16,0.56,1,1,3,0.213,21,3,1
14.0,0.05,87.64,0.229,5,0,12,0.795,0,1,2,0.082,79,3,1
25.0,1.31,47.73,0.072,1,3,5,0.305,0,2,3,0.0,25,4,0
18.0,2.55,53.37,0.191,3,1,5,0.798,0,0,1,0.014,1,6,1
30.0,1.67,91.63,0.144,4,0,9,0.753,1,1,2,0.507,1,6,1
28.0,5.59,106.53,0.166,3,5,1,0.484,0,0,3,0.0,10,10,0
36.0,3.36,119.66,0.135,3,5,23,0.447,0,0,1,0.316,25,6,0
18.0,6.7,68.26,0.136,2,0,8,0.551,1,2,2,0.146,52,9,0
21.0,3.81,91.21,0.0,0,1,17,0.448,0,0,3,0.475,1,9,0
12.0,0.0,83.5,0.081,0,9,7,0.53,0,1,2,0.618,74,7,0
19.0,5.11,75.62,0.047,0,4,8,0.234,1,2,2,0.335,16,8,0
29.0,0.0,46.44,0.202,4,3,8,0.535,0,1,1,0.207,50,4,1
33.0,3.46,41.99,0.02,0,8,16,0.519,1,1,2,0.129,1,7,0
13.0,1.45,98.33,0.078,5,0,23,0.63,1,1,2,0.143,1,7,0
34.0,7.29,45.85,0.164,6,0,1,0.853,0,0,2,0.349,1,1,1
40.0,5.88,12.81,0.124,3,4,7,0.563,1,1,3,0.216,77,7,0
29.0,1.52,73.89,0.113,2,6,11,0.404,1,0,2,0.195,1,5,0
47.0,2.75,125.93,0.189,5,0,1,0.254,0,1,1,0.704,33,1,1
15.0,3.49,10.0,0.121,5,0,4,0.713,1,0,3,0.223,54,5,1
9.0,4.73,64.91,0.056,1,5,11,0.646,0,0,1,0.129,1,8,0
3.0,3.06,98.63,0.0,2,0,5,0.58,0,0,1,0.182,1,5,0
42.0,0.95,11.18,0.139,0,2,8,0.632,0,0,1,0.766,22,4,1
32.0,1.56,67.53,0.038,3,4,11,0.767,0,1,1,0.161,1,5,0
23.0,2.99,35.12,0.081,0,6,5,0.662,0,1,1,0.118,29,6,0
27.0,5.47,39.75,0.186,1,2,2,0.662,0,1,2,0.0,15,6,0
10.0,3.86,60.92,0.082,0,4,2,0.886,0,1,1,0.461,29,5,0
53.0,1.45,35.69,0.064,2,0,1,0.611,0,2,1,0.613,39,6,1
26.0,4.3,32.78,0.078,0,5,11,0.464,0,0,2,0.317,65,7,0
25.0,2.23,72.93,0.08,0,0,7,0.861,1,1,2,0.298,28,6,0
33.0,4.78,152.95,0.021,0,0,15,0.486,0,0,1,0.227,90,10,0
30.0,8.05,101.52,0.234,1,9,12,0.356,0,0,1,0.154,66,5,0
27.0,2.28,110.37,0.056,5,8,8,0.683,1,0,2,0.463,67,9,0
15.0,4.6,102.9,0.163,0,3,10,0.729,1,2,3,0.134,28,4,0
30.0,1.51,50.59,0.019,0,8,1,0.441,0,3,2,0.011,36,10,0
47.0,2.78,85.88,0.144,0,2,10,0.768,0,1,3,0.42,4,8,0
40.0,3.06,113.42,0.114,5,3,7,0.598,0,0,3,0.33,68,6,0
43.0,2.61,103.99,0.102,1,2,4,0.506,0,0,2,0.0,25,8,0
18.0,7.93,81.81,0.114,3,0,5,0.606,1,0,2,0.381,2,9,0
12.0,2.39,93.2,0.133,0,0,12,0.477,0,1,2,0.685,3,5,0
22.0,4.17,161.2,0.082,0,2,5,0.597,0,0,1,0.454,1,8,0
25.0,0.0,104.38,0.086,0,7,7,0.934,0,2,2,0.456,25,9,0
37.0,3.86,63.97,0.146,7,4,11,0.533,0,0,2,0.227,25,5,1
4.0,5.28,72.41,0.009,0,5,6,0.526,0,0,2,0.742,1,7,0
42.0,1.94,38.1,0.0,0,4,9,0.428,1,0,1,0.482,96,9,0
22.0,0.0,157.15,0.114,2,0,7,0.511,0,0,1,0.505,1,6,0
19.0,2.92,131.14,0.0,0,4,15,0.347,1,1,3,0.325,1,5,0
12.0,3.03,77.91,0.0,3,2,9,0.508,0,2,2,0.511,22,9,0
4.0,4.45,151.33,0.244,0,0,1,0.458,1,2,2,0.236,3,7,0
34.0,7.02,97.13,0.224,0,6,13,0.55,1,0,1,0.565,24,7,0
25.0,2.24,59.92,0.054,10,0,4,0.392,1,2,2,0.377,18,6,1
9.0,1.29,106.73,0.18,0,1,5,1.0,1,2,2,0.185,78,7,1
8.0,0.67,88.95,0.183,4,10,7,0.438,0,2,2,0.726,1,5,1
20.0,3.4,104.32,0.138,0,5,21,0.519,0,0,2,0.241,26,6,0
44.0,3.96,27.08,0.094,0,4,11,0.652,0,0,1,0.09,110,7,0
21.0,1.91,46.64,0.15,2,0,20,0.68,0,0,2,0.91,69,4,0
6.0,4.56,127.1,0.164,0,3,8,0.747,1,3,3,0.319,1,4,0
21.0,3.93,134.26,0.151,1,0,12,0.548,1,1,1,0.299,81,6,0
21.0,3.09,124.53,0.0,0,3,19,0.43,0,0,1,0.43,71,3,0
1.0,1.2,152.65,0.263,6,2,13,0.896,0,0,3,0.412,28,8,1
23.0,2.04,95.21,0.292,0,0,10,0.423,1,0,1,0.153,64,5,1
21.0,0.0,92.75,0.0,4,7,1,0.557,0,0,2,0.0,31,4,1
32.0,3.47,43.04,0.141,3,6,2,0.611,1,2,1,0.716,39,9,1
46.0,3.05,54.68,0.264,1,0,10,0.724,0,2,3,0.264,116,6,1
38.0,3.38,10.0,0.18,0,8,14,0.687,0,0,2,0.785,69,9,0
21.0,4.01,63.75,0.181,3,0,7,0.483,0,0,1,0.647,49,5,0
11.0,3.77,10.0,0.0,3,8,12,0.641,0,0,1,0.854,43,3,0
55.0,2.78,112.83,0.163,3,2,3,0.29,1,0,3,0.39,1,5,0
25.0,3.1,88.59,0.119,1,2,4,1.0,0,1,2,0.22,6,9,0
24.0,0.19,10.0,0.162,0,7,11,0.439,1,3,3,0.0,1,8,1
